Symbol,Name,IPOyear,MarketCap,Negotiable Cap.,Industry
300019,GUIBAO,2009/10/30,326400000,217210335,C Manufacturing
300020,ENJOYOR,2009/10/30,655781486,576542512,I IT
300021,DAYU WATER-SAVING,2009/10/30,278600000,165588840,C Manufacturing
300022,GIFORE,2009/10/30,380240380,319942882,F Wholesale & Retail
300023,BODE,2009/10/30,126442710,51762788,C Manufacturing
300024,ROBOT,2009/10/30,709199826,633829602,C Manufacturing
300025,HUAXING CHUANGYE,2009/10/30,214265281,153084263,I IT
300026,CHASE SUN PHARM.,2009/10/30,1004813981,657757743,C Manufacturing
300027,HBMC,2009/10/30,1391936294,947298375,R Media
300028,GEEYA,2009/10/30,346203000,247728780,C Manufacturing
300029,TLPE,2009/12/25,200000000,193456708,C Manufacturing
300030,IMPROVE MEDICAL,2009/12/25,308795815,242705059,C Manufacturing
300031,BOTON TECHNOLOGY,2009/12/25,300000000,223968101,C Manufacturing
300032,JINLONG INC,2009/12/25,675939890,580375128,C Manufacturing
300033,FLUSH INFO,2009/12/25,537600000,262368576,I IT
300034,CISRI-GAONA,2009/12/25,321579817,321153365,C Manufacturing
300035,HNZK ELECTRIC,2009/12/25,233853750,186116016,C Manufacturing
300036,SUPERMAP,2009/12/25,195821670,151529879,I IT
300037,CAPCHEM,2010/1/8,184020884,108837472,C Manufacturing
300038,METENO,2010/1/8,190430995,116430286,C Manufacturing
300039,SHANGHAI KAIBAO,2010/1/8,833684800,616235986,C Manufacturing
300040,JZE,2010/1/8,346079204,200892651,C Manufacturing
300041,HUITIAN NEW MATERIAL,2010/1/8,200392190,128463554,C Manufacturing
300042,NETAC,2010/1/8,133600000,104612805,C Manufacturing
300043,RASTAR,2010/1/20,1244198401,798190950,C Manufacturing
300044,SUNWIN,2010/1/20,223621000,156321407,I IT
300045,HWA CREATE,2010/1/20,555120000,332351897,C Manufacturing
300046,TECHSEM,2010/1/20,142080000,122690000,C Manufacturing
300047,TYDIC,2010/1/20,323541800,243188738,I IT
300048,HICONICS,2010/1/20,369179282,311533300,C Manufacturing
300049,FREE CO.  LTD,2010/1/20,263457542,224351472,C Manufacturing
300050,DINGLI COMM,2010/1/20,249457233,147287980,I IT
300051,35.COM,2010/2/11,365698690,209634874,I IT
300052,ZQGAME,2010/2/11,261038600,260175482,I IT
300053,OBT,2010/2/11,231160240,166087335,C Manufacturing
300054,DING LONG,2010/2/11,447897607,301242895,C Manufacturing
300055,WBD,2010/2/26,735184815,527278983,E Construction
300056,SAVINGS,2010/2/26,329322890,217566662,C Manufacturing
300057,WANSHUNGUFEN,2010/2/26,439664781,249900313,C Manufacturing
300058,BLUEFOCUS,2010/2/26,1931169473,1464302472,L Business Support
300059,EASTMONEY,2010/3/19,1853892052,1291255313,I IT
300061,CONANT OPTICS,2010/3/19,249228160,142550016,C Manufacturing
300062,CEE,2010/3/19,154000000,82671775,C Manufacturing
300063,TLJT,2010/3/26,290570780,117717583,C Manufacturing
300064,SC DIAMOND,2010/3/26,678120274,605750016,C Manufacturing
300065,HLX,2010/3/26,241560648,179873812,C Manufacturing
300066,SANCHUAN INC,2010/3/26,416013305,375353860,C Manufacturing
300067,ANOKY,2010/4/21,526840000,344036830,C Manufacturing
300068,NARADA POWER SOURCE,2010/4/21,604980000,436768159,C Manufacturing
300069,JINLIHUA ELECTRIC,2010/4/21,117000000,84233100,C Manufacturing
300070,BOW,2010/4/21,1229469678,667334728,N Environmental Protection
300071,SPEARHEAD,2010/4/21,685294641,425443138,L Business Support
300072,SJEP,2010/4/27,778223450,596860856,C Manufacturing
300073,EASPRING,2010/4/27,183034020,158992393,C Manufacturing
300074,AVCON,2010/4/27,528000000,434516267,I IT
300075,EGOVA,2010/4/27,382560560,252578471,I IT
300076,GQY,2010/4/30,212000000,178646650,C Manufacturing
300077,NATIONZ,2010/4/30,281960000,266263350,C Manufacturing
300078,CENTURY,2010/4/30,418750000,298624162,C Manufacturing
300079,SUMAVISION,2010/4/30,1377793862,1207777437,C Manufacturing
300080,YCXN,2010/6/25,502804021,402126378,C Manufacturing
300081,HXYD,2010/5/20,134000000,92007489,F Wholesale & Retail
300082,OXIRANCHEM,2010/5/20,673920000,673861500,C Manufacturing
300083,JANUS,2010/5/20,355894642,202115480,C Manufacturing
300084,HAIMO,2010/5/20,324765738,249476718,B Mining
300085,INFOGEM,2010/5/26,525804438,251049536,I IT
300086,HONZ,2010/5/26,450000000,437753850,C Manufacturing
300087,WINALL HI-TECH,2010/5/26,316800000,262512857,A Agriculture
300088,TOKEN SCI,2010/5/26,1154014198,974548360,C Manufacturing
300089,GREAT WALL CULTURE,2010/6/25,150000000,86518550,C Manufacturing
300090,SYHB,2010/6/25,1058989070,786975610,C Manufacturing
300091,JTL,2010/6/25,209000000,144455761,C Manufacturing
300092,COMELEC,2010/7/8,227500000,160541251,C Manufacturing
300093,GOLDEN GLASS,2010/7/8,216000000,215271000,C Manufacturing
300094,GUOLIAN AQUATIC,2010/7/8,353807100,338941342,A Agriculture
300095,HUAWU CO.  LTD.,2010/7/28,308194800,230416200,C Manufacturing
300096,YLZINFO,2010/7/28,430000000,378569688,I IT
300097,ZY AUTOMATION,2010/7/28,147838295,81149493,C Manufacturing
300098,GOSUN,2010/7/28,1070769571,472405456,I IT
300099,UROICA,2010/8/6,214599453,143353120,C Manufacturing
300100,SHUANGLIN AUTO PARTS,2010/8/6,395775246,268848000,C Manufacturing
300101,ZXKJ,2010/8/6,556000000,440403980,C Manufacturing
300102,CHANGELIGHT,2010/8/12,704553311,522015050,C Manufacturing
300103,DAGANG ROAD MACHINE,2010/8/12,211734000,84389760,C Manufacturing
300104,LETV,2010/8/12,1856015158,1174393694,I IT
300105,LONGYUAN TECHNOLOGY,2010/8/20,513216000,513216000,C Manufacturing
300106,WESTERN ANIMAL,2010/8/20,163800000,162910775,A Agriculture
300107,JIANXIN CHEMICAL,2010/8/20,542222463,340212191,C Manufacturing
300108,SHUANGLONG CHEMICAL,2010/8/25,424009783,220490815,C Manufacturing
300109,NKY,2010/8/25,170482422,83905940,C Manufacturing
300110,HRYY,2010/8/25,664870335,653628660,C Manufacturing
300111,SUNFLOWER,2010/8/27,1119800000,1116355116,C Manufacturing
300112,MAXONIC,2010/8/27,268091197,159668134,C Manufacturing
300113,SW-TECH,2010/8/27,292419328,180367464,I IT
300114,ZEMIC,2010/8/27,262560222,202795725,C Manufacturing
300115,EWPT,2010/9/2,560093076,518483996,C Manufacturing
300116,J&R FIRE PROTECTION,2010/9/2,500237610,252420986,C Manufacturing
300117,JIAYU STOCK,2010/9/2,325800000,325300000,E Construction
300118,RISEN ENERGY,2010/9/2,674593924,433946911,C Manufacturing
300119,RPSW,2010/9/17,389146281,203036574,C Manufacturing
300120,JWEW,2010/9/17,204816059,164747785,C Manufacturing
300121,YANGGU HUATAI,2010/9/17,280800000,142360452,C Manufacturing
300122,ZHIFEI-BIOL,2010/9/28,800000000,302419745,C Manufacturing
300123,SUNBIRD YACHT,2010/9/28,285166318,274096318,C Manufacturing
300124,INOVANCE,2010/9/28,795296472,623280522,C Manufacturing
300125,EAST NEW ENERGY,2010/10/13,118000000,88020938,M Research & Development
300126,RQGF,2010/10/13,307132000,210452979,C Manufacturing
300127,GALAXY MAGNETS,2010/10/13,323146360,221039890,C Manufacturing
300128,JINFU NEW MATERIAL,2010/10/13,500130080,283887062,C Manufacturing
300129,TSP,2010/10/19,698000000,463787513,C Manufacturing
300130,XINGUODU,2010/10/19,231021360,149164065,C Manufacturing
300131,YITOA INTELLIGENT,2010/10/19,534763213,261311650,F Wholesale & Retail
300132,GREEN PINE,2010/10/26,385920000,272780294,C Manufacturing
300133,HUACE FILM & TV,2010/10/26,1091640951,700605677,R Media
300134,TAT FOOK TECHNOLOGY,2010/10/26,652800000,597718500,C Manufacturing
300135,BLIIC,2010/10/26,921600000,709108928,C Manufacturing
300136,SUNWAY COMM,2010/11/5,598112899,413955740,C Manufacturing
300137,SAILHEROENVIROPROTEC,2010/11/5,344395344,284600587,C Manufacturing
300138,CHENGUANG BIOTECH,2010/11/5,216570872,143748230,C Manufacturing
300139,XC-TECH,2010/11/12,274000000,212161048,C Manufacturing
300140,QIYUAN EQUIPMENT,2010/11/12,244000000,241982660,C Manufacturing
300141,HSDQ,2010/11/12,166966400,108526824,C Manufacturing
300142,WALVAX,2010/11/12,1404000000,1071542439,C Manufacturing
300143,STARWAY COMPANY,2010/12/9,147400000,106030479,A Agriculture
300144,SONGCHENG,2010/12/9,1452680502,1219115060,R Media
300145,NANFANG PUMP,2010/12/9,333183384,178659478,C Manufacturing
300146,BY-HEALTH,2010/12/15,728010940,359358627,C Manufacturing
300147,XXZY,2010/12/15,661476335,660238576,C Manufacturing
300148,TANGEL PUBLISHING,2010/12/15,422351509,338668202,R Media
300149,QHT,2010/12/22,422100000,355619250,C Manufacturing
300150,IREAL,2010/12/22,540000000,357728472,I IT
300151,CHANGHONG TECH,2010/12/22,502500000,284438380,C Manufacturing
300152,KERONG ENVIRONMENTAL,2010/12/29,712800000,712800000,C Manufacturing
300153,COOLTECH,2010/12/29,320000000,154559311,C Manufacturing
300154,RLGF,2010/12/29,447000000,313824900,C Manufacturing
300155,ANJUBAO,2011/1/7,546900006,267823328,C Manufacturing
300156,TIANLI,2011/1/7,404009766,252758727,C Manufacturing
300157,LANDOCEAN,2011/1/7,597702777,477810797,B Mining
300158,ZHENDONG PHARMACY,2011/1/7,288000000,286132637,C Manufacturing
300159,XYGF,2011/1/7,1490360202,576031615,C Manufacturing
300160,XIUQIANG GLASS,2011/1/13,186800000,186800000,C Manufacturing
300161,HCNC,2011/1/13,161745000,156374315,C Manufacturing
300162,LEDMAN,2011/1/13,335000000,215584494,C Manufacturing
300163,APLUS,2011/1/13,474000000,321061875,C Manufacturing
300164,TONG OIL TOOLS,2011/1/13,405095117,308077966,B Mining
300165,SKYRAY INSTRUMENT,2011/1/25,230880000,147623180,C Manufacturing
300166,BONC,2011/1/25,565427375,343100267,I IT
300167,DVSX,2011/1/25,300240000,300202500,I IT
300168,WONDERS INFORMATION,2011/1/25,1023267842,998658525,I IT
300169,TIANSHENG,2011/1/25,325984340,210487896,C Manufacturing
300170,HAND,2011/2/1,828624634,623242874,I IT
300171,TOFFLON,2011/2/1,634773177,329638418,C Manufacturing
300172,CEEP,2011/2/1,338000000,227673367,N Environmental Protection
300173,SOTECH,2011/2/1,586180503,312814315,C Manufacturing
300174,YUANLI ACTIVE CARBON,2011/2/1,136000000,73504249,C Manufacturing
300175,LONTRUE,2011/2/15,470800000,464793505,C Manufacturing
300176,HONGTEO,2011/2/15,107280000,106978743,C Manufacturing
300177,HI-TARGET,2011/2/15,436923611,285251143,C Manufacturing
300178,TEMPUS GLOBAL,2011/2/15,555480600,525092156,L Business Support
300179,SF DIAMOND,2011/2/15,478475500,324722814,C Manufacturing
300180,HUAFON MICROFIBRE,2011/2/22,395000000,299941813,C Manufacturing
300181,ZUO LI YAO YE,2011/2/22,608624848,396827380,C Manufacturing
300182,JETSEN,2011/2/22,1416940905,598201715,I IT
300183,DRZB,2011/2/22,453264857,254191850,I IT
300184,P&S,2011/2/22,384076504,251333260,F Wholesale & Retail
300185,TONGYU HEAVY,2011/3/8,900000000,707050819,C Manufacturing
300187,YONKER,2011/3/8,215873795,197553863,N Environmental Protection
300188,MEIYAPICO INC.,2011/3/16,443163200,279236807,I IT
300189,GRAND AGRISEEDS,2011/3/16,1024000000,880197279,A Agriculture
300190,WELLE INC.,2011/3/16,348120888,325539254,N Environmental Protection
300191,SINOGEO,2011/3/16,320000000,207020000,B Mining
300192,KINGSWOOD,2011/3/22,242550000,174420000,C Manufacturing
300193,JASIC,2011/3/22,507113860,355058222,C Manufacturing
300194,FUAN PHARM,2011/3/22,281999473,150686473,C Manufacturing
300195,MKM,2011/3/29,339299578,129009332,C Manufacturing
300196,CHANGHAI COMPOSITES,2011/3/29,192000000,109954329,C Manufacturing
300197,THST,2011/3/29,807596268,443582729,E Construction
300198,NCP,2011/4/7,415876500,343753545,C Manufacturing
300199,HYBIO,2011/4/7,890016362,506812936,C Manufacturing
300200,COMENS MATERIALS,2011/4/7,213600000,203974842,C Manufacturing
300201,HLZ,2011/4/7,364925238,350458980,C Manufacturing
300202,JLGF,2011/4/15,549504000,428763804,C Manufacturing
300203,FPI,2011/4/15,453181400,446544200,C Manufacturing
300204,STAIDSON BIO,2011/4/15,339408000,329966275,C Manufacturing
300205,TIANYU INFO.,2011/4/21,430056000,424682815,C Manufacturing
300206,EDAN,2011/4/21,234000000,136136489,C Manufacturing
300207,SUNWODA,2011/4/21,645427000,427502807,C Manufacturing
300208,HSZS,2011/4/26,766525000,601506134,C Manufacturing
300209,TIANZE INFO,2011/4/26,244930246,211888764,I IT
300210,SENYUAN,2011/4/26,269011085,129224337,C Manufacturing
300211,YITONG TECH,2011/5/5,159303144,92669142,C Manufacturing
300212,YHL,2011/5/5,369786157,302492520,I IT
300213,JXFH,2011/5/5,261015778,129651363,C Manufacturing
300214,RIKE CHEMICAL,2011/5/11,405000000,297064309,C Manufacturing
300215,EASA,2011/5/11,720000000,477769825,M Research & Development
300216,QSYJ,2011/5/11,361434920,267304519,C Manufacturing
300217,DFDR,2011/5/18,454819181,310793388,C Manufacturing
300218,ANLI,2011/5/18,216987000,168522525,C Manufacturing
300219,HONGLITRONIC,2011/5/18,614847475,305620892,C Manufacturing
300220,GODEN,2011/5/25,126000000,72543588,C Manufacturing
300221,SILVER AGE,2011/5/25,403240000,400000000,C Manufacturing
300222,CSG SMART,2011/5/25,602692884,263857565,C Manufacturing
300223,INGENIC,2011/5/31,166400000,98333804,C Manufacturing
300224,ZHMAG,2011/5/31,505074022,457297776,C Manufacturing
300225,KNT,2011/5/31,470340000,362520419,C Manufacturing
300226,SHANGHAI GANGLIAN,2011/6/8,156000000,147125415,I IT
300227,SUNSHINE,2011/6/8,139150000,135838875,C Manufacturing
300228,FRTZ,2011/6/8,292617808,220488740,C Manufacturing
300229,TRS,2011/6/15,465887046,415836908,I IT
300230,YONGLI,2011/6/15,204722886,105707299,C Manufacturing
300231,TRUST&FAR TECH.,2011/6/15,336313950,261185814,I IT
300232,UNILUMIN,2011/6/22,229933296,140519374,C Manufacturing
300233,JINCHENG PHARM,2011/6/22,253200000,226099075,C Manufacturing
300234,KAIER MATERIALS,2011/6/22,264000000,141270900,C Manufacturing
300235,KINGSUN,2011/6/29,158400000,94947755,I IT
300236,SHANGHAI SINYANG,2011/6/29,184019200,150861043,C Manufacturing
300237,MEICHEN TECH.,2011/6/29,807262506,398567516,C Manufacturing
300238,GHSW,2011/7/6,246995000,179930532,C Manufacturing
300239,DBBT,2011/7/6,230437054,189653578,C Manufacturing
300240,FEILIKS,2011/7/6,243706500,243467475,G Transportation
300241,REFOND,2011/7/12,218282159,164377257,C Manufacturing
300242,MIG,2011/7/12,317277612,115919922,C Manufacturing
300243,RUIFENG CHEM,2011/7/12,206156040,133537653,C Manufacturing
300244,D.A. DIAGNOSTICS,2011/7/19,269870140,181448097,Q Public Health
300245,TJT,2011/7/19,272680395,174953193,I IT
300246,BLT,2011/7/19,146088000,107753865,C Manufacturing
300247,LUCKY,2011/7/29,359095180,179233313,C Manufacturing
300248,NEWCAPEC,2011/7/29,302094901,171070625,I IT
300249,YIMIKANG,2011/8/3,175972779,111088571,C Manufacturing
300250,CNCR,2011/8/3,98028942,44209072,C Manufacturing
300251,ENLIGHT MEDIA,2011/8/3,1466804216,1225524526,R Media
300252,JXNH,2011/8/18,408532375,262865519,C Manufacturing
300253,WINNING SOFT,2011/8/18,555408872,395410752,I IT
300254,C&Y PHARMACEUTICAL,2011/8/19,173590000,104066134,C Manufacturing
300255,CHANGSHAN PHARMA,2011/8/19,471046750,330630962,C Manufacturing
300256,FPT,2011/8/19,324738305,135830342,C Manufacturing
300257,KAISHAN COMPRESSOR,2011/8/19,858000000,818834920,C Manufacturing
300258,PPF,2011/8/26,270000000,249769688,C Manufacturing
300259,XINTIAN TECHNOLOGY,2011/8/31,466748600,256883875,C Manufacturing
300260,KINGLAI MATERIALS,2011/9/6,100050000,50197501,C Manufacturing
300261,ABACHEM,2011/9/6,392404480,370117240,C Manufacturing
300262,SAFBON WATER,2011/9/16,373520000,229868958,E Construction
300263,LHEC,2011/9/16,443299652,233360138,C Manufacturing
300264,AVIT,2011/9/16,229500000,177249099,I IT
300265,TGC,2011/9/16,337500000,337054275,C Manufacturing
300266,XINGYUAN ENVIRONMENT,2011/9/27,414012247,324854680,C Manufacturing
300267,ER-KANG,2011/9/27,1028361007,572437250,C Manufacturing
300268,WANFU BIOTECHNOLOGY,2011/9/27,134000000,98912281,C Manufacturing
300269,LIANTRONICS,2011/10/12,505537595,215726559,C Manufacturing
300270,OB TELECOM,2011/10/12,272745000,144565070,C Manufacturing
300271,THUNISOFT,2011/10/26,320834727,226744812,I IT
300272,CANATURE,2011/11/2,331821360,200478244,C Manufacturing
300273,HOKAI MEDICAL,2011/10/26,787823576,515719015,C Manufacturing
300274,SUNGROW POWER SUPPLY,2011/11/2,660959208,459257808,C Manufacturing
300275,MAS,2011/11/2,167536000,113983313,I IT
300276,SANFENG INTELLIGENT,2011/11/15,374400000,199854339,C Manufacturing
300277,HIRISUN,2011/11/23,134000000,97165284,I IT
300278,HUACHANGDA,2011/12/16,545043412,223651010,C Manufacturing
300279,HODGEN,2011/12/29,133151513,57430115,C Manufacturing
300280,NANTONG METALFORMING,2011/12/29,128000000,48000000,C Manufacturing
300281,JMJJ,2011/12/29,244205181,107617398,C Manufacturing
300282,IRTOUCH,2011/12/29,229379960,171731100,C Manufacturing
300283,WENZHOU HONGFENG,2012/1/10,276240900,136552700,C Manufacturing
300284,JSTI,2012/1/10,554543420,332673961,M Research & Development
300285,SINOCERA MATERIAL,2012/1/13,255340000,206223145,C Manufacturing
300286,ACREL,2012/1/13,142847000,88929800,C Manufacturing
300287,PHLX,2012/2/1,1140414810,668858526,I IT
300288,LONGMASTER INFO-TECH,2012/2/16,337941402,163581375,I IT
300289,LEADMAN,2012/2/16,425295040,311080220,C Manufacturing
300290,BRINGSPRING TECH.,2012/2/16,321429652,159624200,I IT
300291,HUALU BAINA,2012/2/9,708538681,475321057,R Media
300292,WTKG,2012/2/29,318967970,85527277,C Manufacturing
300293,SBS,2012/3/8,270000000,117370189,C Manufacturing
300294,BOYA BIOLOGY,2012/3/8,267384801,142545280,C Manufacturing
300295,EVERYDAY NETWORK,2012/3/15,192060000,154886130,I IT
300296,LEYARD,2012/3/15,733121581,369520412,C Manufacturing
300297,BLUEDON,2012/3/15,970685034,620992762,I IT
300298,CHANGSHA SINOCARE,2012/3/19,261039654,192814506,C Manufacturing
300299,FUCHUN COMMUNICATION,2012/3/19,380002637,149559842,I IT
300300,HAKIM,2012/3/19,382800000,257669991,I IT
300301,CHANGFANG LIGHT,2012/3/21,690363969,268726554,C Manufacturing
300302,TOYOU,2012/3/21,200700000,108105084,I IT
300303,JFLED,2012/3/19,688053415,407727248,C Manufacturing
300304,YYDQ,2012/3/21,200000000,191839794,C Manufacturing
300305,YXGF,2012/3/29,145255000,70147268,C Manufacturing
300306,EVERFINE,2012/3/29,240000000,97666727,C Manufacturing
300307,CIXING,2012/3/29,802000000,793222708,C Manufacturing
300308,ZJZB,2012/4/10,216010800,216010800,C Manufacturing
300309,GI-TECH,2012/4/10,434548000,187411453,C Manufacturing
300310,EASTONE CENTURY,2012/4/25,228800000,139958300,I IT
300311,SURFILTER,2012/4/25,298958771,133846129,I IT
300312,BOOMSENSE,2012/5/8,160020000,86670000,I IT
300313,TIANSHAN BIO,2012/4/25,186951000,143692094,A Agriculture
300314,DAVID MEDICAL,2012/5/8,288000000,128308636,C Manufacturing
300315,OURPALM,2012/5/11,2658377439,1614068612,I IT
300316,JINGSHENG,2012/5/11,883436400,818511912,C Manufacturing
300317,JIA WEI,2012/5/11,383661360,167719020,C Manufacturing
300318,BOHUI INNOVATION,2012/5/23,409105938,229676138,C Manufacturing
300319,MICROGATE TECH,2012/5/23,215386609,63095000,C Manufacturing
300320,HAIDA,2012/6/1,293348000,236599073,C Manufacturing
300321,TONGDA STOCK,2012/5/23,44400000,40938462,C Manufacturing
300322,SPEED,2012/6/8,407248800,360164380,C Manufacturing
300323,HC SEMITEK,2012/6/1,675000000,675000000,C Manufacturing
300324,WATERTEK,2012/6/8,500481802,277815921,I IT
300325,DEWEI MATERIALS,2012/6/1,320000000,317752396,C Manufacturing
300326,KINETIC,2012/6/13,352145754,293912360,C Manufacturing
300327,SINO WEALTH,2012/6/13,173302990,170350375,C Manufacturing
300328,EONTEC,2012/6/19,224000000,224000000,C Manufacturing
300329,HAILUN PIANO,2012/6/19,241164000,123244200,C Manufacturing
300330,HHJT,2012/6/19,169227800,167579270,I IT
300331,SVG,2012/6/28,186000000,129592221,C Manufacturing
300332,TRCE,2012/6/28,387189529,316072345,D Utilities
300333,SINOSUN,2012/6/28,336000000,330895068,I IT
300334,TMMT,2012/7/5,276037707,259681319,C Manufacturing
300335,DEVOTION,2012/7/10,316547876,237399934,D Utilities
300336,NCG,2012/7/10,537548070,418530750,R Media
300337,YINBANG CLAD,2012/7/18,821920000,707707107,C Manufacturing
300338,CKIC,2012/7/26,252000000,168333576,C Manufacturing
300339,HOPERUN SOFTWARE,2012/7/18,358175850,204309008,I IT
300340,KANHOO,2012/7/26,100000000,81477684,C Manufacturing
300341,MOTIC ELECTRIC,2012/7/26,256227737,184000000,C Manufacturing
300342,TIANYIN,2012/7/26,200000000,188978450,C Manufacturing
300343,LESM,2012/8/1,125134417,45515069,C Manufacturing
300344,TKPC,2012/8/1,241248000,133873775,C Manufacturing
300345,HONYU,2012/8/1,441295483,292677197,C Manufacturing
300346,NATA OPTO-ELECT,2012/8/7,160864000,126738864,C Manufacturing
300347,TIGERMED,2012/8/17,433315910,294758226,Q Public Health
300348,SUNLINE,2012/8/17,146120000,59264321,I IT
300349,GOLDCARD,2012/8/17,180000000,139564703,C Manufacturing
300350,HUAPENGFEI,2012/8/21,296466868,105529250,G Transportation
300351,YGDQ,2012/9/20,337194000,195624000,C Manufacturing
300352,VRV,2012/9/12,270226124,163349930,I IT
300353,KYLAND,2012/9/27,462855750,200529050,C Manufacturing
300354,DONGHUA TESTING,2012/9/20,138370201,66243841,C Manufacturing
300355,MCKH,2012/9/27,468769116,272213526,E Construction
300356,ELEFIRST,2012/10/9,161221848,114615120,C Manufacturing
300357,WOLWO PHARMA,2014/1/21,161600000,71642781,C Manufacturing
300358,TRUKING TECHNOLOGY,2014/1/21,277723982,75694784,C Manufacturing
300359,QTJY,2014/1/21,253680593,79997769,I IT
300360,SUNRISE TECHNOLOGY,2014/1/21,241785000,76076000,C Manufacturing
300362,TECHCENT ENVIRONMENT,2014/1/21,102731579,47739400,C Manufacturing
300363,PORTON,2014/1/29,421662163,143437500,C Manufacturing
300364,ZWZX,2015/1/21,120000000,30000000,R Media
300365,FOREVER TECH.,2014/1/23,175759000,58259025,I IT
300366,TROY INFORMATION,2014/1/27,148016103,35904650,I IT
300367,NETPOSA,2014/1/29,322366991,150499498,C Manufacturing
300368,HUIJIN ELECTRO.,2014/1/23,271974287,80398375,C Manufacturing
300369,NSFOCUS,2014/1/29,360102986,104184244,I IT
300370,ETROL,2014/1/23,267890336,128219280,C Manufacturing
300371,HUIZHONG,2014/1/23,120000000,35491405,C Manufacturing
300372,XTEC,2014/1/27,171557218,90367532,C Manufacturing
300373,YANGJIE TECHNOLOGY,2014/1/23,419325000,127000000,C Manufacturing
300374,HENGTONG TECH.,2015/3/19,194680000,48313800,C Manufacturing
300375,PENGLING,2014/1/27,185931988,74031532,C Manufacturing
300376,EAST,2014/1/27,250460000,62662000,C Manufacturing
300377,YSSTECH,2014/1/27,110700000,43294261,I IT
300378,DIGIWIN,2014/1/27,200746110,51125091,I IT
300379,TONGTECH,2014/1/28,115220300,58537834,I IT
300380,AMARSOFT,2014/1/28,137440000,48322496,I IT
300381,YDL,2014/1/28,120058099,26335000,C Manufacturing
300382,SLAC,2014/1/29,117121373,31678343,C Manufacturing
300383,GHXW,2014/1/29,545800000,234890718,I IT
300384,SANLIAN HOPE,2014/8/1,149352000,41876800,M Research & Development
300385,CECM,2014/6/26,120000000,47913720,C Manufacturing
300386,FEITIAN,2014/6/26,209022000,77040348,I IT
300387,FORBON,2014/7/2,124680000,40885714,C Manufacturing
300388,GZEP,2014/8/1,278649632,141852021,N Environmental Protection
300389,ABSEN,2014/8/1,160264000,46221052,C Manufacturing
300390,THCJ,2014/7/31,137819000,47818729,C Manufacturing
300391,KANGYUE TECHNOLOGY,2014/8/1,166675000,51675000,C Manufacturing
300392,TENSYN CHINA,2014/9/10,384000000,160725331,I IT
300393,JOLYWOOD,2014/9/12,119490000,34158878,C Manufacturing
300394,TFC,2015/2/17,74340000,15240000,C Manufacturing
300395,FEILIHUA,2014/9/10,131000000,92404434,C Manufacturing
300396,DIRUI,2014/9/10,153350000,42773125,C Manufacturing
300397,THD,2014/9/10,120000000,51600000,C Manufacturing
300398,PHICHEM,2014/10/9,104000000,35997650,C Manufacturing
300399,JTL,2014/10/9,152000000,44359363,I IT
300400,JT,2014/10/10,120000000,56922518,C Manufacturing
300401,GARDEN BIO-CHEM,2014/10/9,181400000,95329260,C Manufacturing
300402,NANJING BAOSE,2014/10/10,202000000,58550000,C Manufacturing
300403,IDEAR HANYU,2014/10/30,134000000,58820000,C Manufacturing
300404,BOJI CRO,2015/4/24,133340000,33340000,M Research & Development
300405,KELONG FINE CHEMICAL,2014/10/30,68000000,30919950,C Manufacturing
300406,BSBE,2014/10/30,249837313,102663286,C Manufacturing
300407,KEYVIA ELECTRIC,2014/12/3,136000000,34000000,C Manufacturing
300408,CCTC,2014/12/3,863818000,486061865,C Manufacturing
300409,DOWSTONE,2014/12/3,97500000,44231250,C Manufacturing
300410,ZHENGYE,2014/12/31,159545000,48749998,C Manufacturing
300411,JDGF,2014/12/31,160000000,60664000,C Manufacturing
300412,CANAAN TECH.,2014/12/31,117480000,38610000,C Manufacturing
300413,HAPPIGO,2015/1/21,401000000,70000000,F Wholesale & Retail
300414,ZG LIGHTNING PROTECT,2015/5/13,168530000,42140000,C Manufacturing
300415,YIZUMI,2015/1/23,240000000,60000000,C Manufacturing
300416,SUSHI TESTING,2015/1/22,62800000,15700000,C Manufacturing
300417,NHYQ,2015/1/23,40800000,10200000,C Manufacturing
300418,KUNLUN,2015/1/21,1127230993,274713278,I IT
300419,INTERACT,2015/1/22,41100000,10300000,I IT
300420,WYKJ,2015/2/17,90784308,20000000,C Manufacturing
300421,JGBR,2015/2/17,112000000,28000000,C Manufacturing
300422,BSK,2015/2/17,127285000,31000000,N Environmental Protection
300423,LYT ELECTRIC,2015/2/17,88000000,22000000,C Manufacturing
300424,HANGXIN TECH.,2015/4/22,133070000,33270000,C Manufacturing
300425,SCIMEE,2015/2/16,176621269,39600000,C Manufacturing
300426,TALENT MEDIA,2015/2/17,160000000,40000000,R Media
300427,REDPHASE INSTRUMENTS,2015/2/17,88670000,22170000,C Manufacturing
300428,SITONG NEW MATERIAL,2015/3/19,80800000,20200000,C Manufacturing
300429,TRONLY,2015/3/24,79800000,20000000,C Manufacturing
300430,CTN,2015/3/19,97280000,24320000,C Manufacturing
300431,BAOFENG,2015/3/24,274952683,66000000,I IT
300432,FULIN PM,2015/3/19,360000000,90000000,C Manufacturing
300433,LENS,2015/3/18,673360000,67360000,C Manufacturing
300434,JSDF,2015/4/24,68000000,17000000,C Manufacturing
300435,ZHONGTAI CRYOGENIC,2015/3/26,81600000,19999500,C Manufacturing
300436,COSUNTER,2015/4/22,140000000,28000000,C Manufacturing
300437,QSY TECH.,2015/4/23,66700000,16675000,C Manufacturing
